id_horario_voo;id_companhia;id_conexao;id_aeronave;data;partida_prevista;chegada_prevista;partida_real;chegada_real;situacao_voo;situacao_partida;situacao_chegada
886c0009-bf64-4a26-aeee-80e4e7b28d48;ce426038-3585-408e-ac04-b844922479ef;d22187f5-eada-43ce-bff1-e5247cc547e0;2b07af62-655f-45ac-a67d-4901ab13fe66;2024-11-23;1900-01-01 10:50:00;1900-01-01 11:55:00;11:17:00;11:28:00;CONCLUÍDO;ATRASADO;ATRASADO
f2eb3274-7ae0-4d1c-9d4c-d4dc65bf55db;ce426038-3585-408e-ac04-b844922479ef;2572c92f-c6e1-4de0-8e08-d3061430dd0f;0b9197f5-7d74-4f27-bea6-08597a977adf;2024-11-12;1900-01-01 08:05:00;1900-01-01 10:05:00;;;CANCELADO;;
2b23cc36-45dc-4f2f-afe9-20e83f20f26d;ce426038-3585-408e-ac04-b844922479ef;1d842ff3-b55f-40a5-88f5-5fc211eb8edb;9059a502-86c5-46dc-9316-2e935c7053c9;2024-12-06;1900-01-01 10:30:00;1900-01-01 12:30:00;10:30:00;11:19:00;CONCLUÍDO;PONTUAL;ATRASADO
f425d812-36e0-47ca-b08e-92b746bf78f0;ce426038-3585-408e-ac04-b844922479ef;2572c92f-c6e1-4de0-8e08-d3061430dd0f;0b9197f5-7d74-4f27-bea6-08597a977adf;2024-11-28;1900-01-01 13:15:00;1900-01-01 15:15:00;13:15:00;;EM CURSO;PONTUAL;
e87e569b-6708-4c44-a4c9-85851159143f;ce426038-3585-408e-ac04-b844922479ef;1d842ff3-b55f-40a5-88f5-5fc211eb8edb;d9549c22-ddb3-4e28-97b1-5722d21f9e76;2024-12-10;1900-01-01 15:40:00;1900-01-01 17:40:00;15:51:00;17:40:00;CONCLUÍDO;ATRASADO;PONTUAL
99807c6e-0d49-430c-bb90-b5b904c5153a;ce426038-3585-408e-ac04-b844922479ef;2572c92f-c6e1-4de0-8e08-d3061430dd0f;2b07af62-655f-45ac-a67d-4901ab13fe66;2024-12-13;1900-01-01 19:30:00;1900-01-01 21:30:00;19:30:00;;EM CURSO;PONTUAL;
6d4c3901-65ec-4079-832a-f6d45ac3960e;ce426038-3585-408e-ac04-b844922479ef;1d842ff3-b55f-40a5-88f5-5fc211eb8edb;1af4b9a5-10c7-4989-93bb-66e9cb07439b;2024-11-12;1900-01-01 06:25:00;1900-01-01 08:25:00;06:25:00;07:22:00;CONCLUÍDO;PONTUAL;ATRASADO
6264add1-2c67-40ec-b60a-f082dc3a7524;ce426038-3585-408e-ac04-b844922479ef;2572c92f-c6e1-4de0-8e08-d3061430dd0f;2b07af62-655f-45ac-a67d-4901ab13fe66;2024-12-03;1900-01-01 17:00:00;1900-01-01 19:00:00;;;CANCELADO;;
b0706d3e-9249-47d6-bb3e-548f97c6dd14;ce426038-3585-408e-ac04-b844922479ef;1d842ff3-b55f-40a5-88f5-5fc211eb8edb;4751defa-2580-4a3b-b9a0-cea4a014d6ff;2024-11-16;1900-01-01 19:25:00;1900-01-01 21:25:00;;;AGUARDANDO;;
58d198dd-2417-4a08-8cb7-e308865301e9;ce426038-3585-408e-ac04-b844922479ef;7c97f58b-1258-4d9d-8587-a56027853363;fd44458d-98c2-4afd-99a3-95a34df5c316;2024-11-22;1900-01-01 12:40:00;1900-01-01 14:30:00;12:40:00;14:30:00;CONCLUÍDO;PONTUAL;PONTUAL
56695cf6-e133-4995-866e-e401392ac5cd;ce426038-3585-408e-ac04-b844922479ef;ed7c4945-cd1c-4431-9641-36b3d693154f;2fae7090-ff92-454c-b751-b494cf4012e1;2024-12-11;1900-01-01 14:55:00;1900-01-01 16:45:00;15:35:00;15:40:00;CONCLUÍDO;ATRASADO;ATRASADO
143d64b2-5168-42f7-bf71-f8b989c04c33;ce426038-3585-408e-ac04-b844922479ef;70c6b874-38be-4847-a7ea-5066417abeae;1af4b9a5-10c7-4989-93bb-66e9cb07439b;2024-11-25;1900-01-01 11:00:00;1900-01-01 12:45:00;11:00:00;11:35:00;CONCLUÍDO;PONTUAL;ATRASADO
89a238de-6e29-46a9-97ef-fab9aa7bec4f;ce426038-3585-408e-ac04-b844922479ef;70c6b874-38be-4847-a7ea-5066417abeae;2b07af62-655f-45ac-a67d-4901ab13fe66;2024-11-01;1900-01-01 12:55:00;1900-01-01 14:40:00;12:55:00;14:40:00;CONCLUÍDO;PONTUAL;PONTUAL
53f2a920-7fec-47a1-90a8-cef22059763a;ce426038-3585-408e-ac04-b844922479ef;a0e10c0d-95ff-41be-ade1-0b9ce266e162;9059a502-86c5-46dc-9316-2e935c7053c9;2024-12-04;1900-01-01 10:50:00;1900-01-01 12:20:00;10:50:00;;EM CURSO;PONTUAL;
e23c9484-333b-48ba-946d-6548a8557ffb;ce426038-3585-408e-ac04-b844922479ef;a0e10c0d-95ff-41be-ade1-0b9ce266e162;2b07af62-655f-45ac-a67d-4901ab13fe66;2024-11-01;1900-01-01 13:40:00;1900-01-01 15:10:00;;;AGUARDANDO;;
c8742cf0-e2ad-4deb-b94a-00485fd53e02;ce426038-3585-408e-ac04-b844922479ef;a0e10c0d-95ff-41be-ade1-0b9ce266e162;fd44458d-98c2-4afd-99a3-95a34df5c316;2024-11-13;1900-01-01 20:10:00;1900-01-01 21:40:00;20:25:00;21:40:00;CONCLUÍDO;ATRASADO;PONTUAL
bbfffb05-bd47-4e1e-96ef-13ffcac73475;ce426038-3585-408e-ac04-b844922479ef;a0e10c0d-95ff-41be-ade1-0b9ce266e162;2b07af62-655f-45ac-a67d-4901ab13fe66;2024-12-03;1900-01-01 08:50:00;1900-01-01 10:20:00;09:33:00;10:20:00;CONCLUÍDO;ATRASADO;PONTUAL
6fe507da-5320-4fd7-b482-f465080c2c03;ce426038-3585-408e-ac04-b844922479ef;7b9a9eb8-9e53-4cf4-82dc-9e125e9b487e;f13498fc-c3d3-481e-acf6-58a85e5968c5;2024-12-14;1900-01-01 08:15:00;1900-01-01 09:40:00;08:45:00;09:40:00;CONCLUÍDO;ATRASADO;PONTUAL
c144180f-1761-4ecd-a87a-43ffd12d0371;ce426038-3585-408e-ac04-b844922479ef;936ff3b3-4457-4f13-b818-4770df585e78;d9549c22-ddb3-4e28-97b1-5722d21f9e76;2024-12-11;1900-01-01 10:05:00;1900-01-01 11:30:00;10:34:00;11:30:00;CONCLUÍDO;ATRASADO;PONTUAL
a3651777-b14c-4053-ab37-ba0fa08872c7;ce426038-3585-408e-ac04-b844922479ef;2a97bf5a-5d8b-4cac-b475-729501fedf5d;0b9197f5-7d74-4f27-bea6-08597a977adf;2024-11-06;1900-01-01 12:40:00;1900-01-01 14:15:00;13:24:00;14:24:00;CONCLUÍDO;ATRASADO;ATRASADO
63688679-c56c-4cb2-a31f-58e8a7b0f5bc;ce426038-3585-408e-ac04-b844922479ef;084aea2e-2fcd-4745-9960-273cec26defe;f13498fc-c3d3-481e-acf6-58a85e5968c5;2024-12-10;1900-01-01 14:40:00;1900-01-01 16:10:00;14:40:00;14:52:00;CONCLUÍDO;PONTUAL;ATRASADO
25c98bef-0e74-473f-846f-9c0c410bf5ed;ce426038-3585-408e-ac04-b844922479ef;26c36c76-abac-4838-9bdd-992e9c46fa5c;4751defa-2580-4a3b-b9a0-cea4a014d6ff;2024-12-11;1900-01-01 07:50:00;1900-01-01 09:30:00;07:50:00;09:30:00;CONCLUÍDO;PONTUAL;PONTUAL
ca9b5cbe-cd8d-4a7e-bc9d-b1086f12f403;ce426038-3585-408e-ac04-b844922479ef;1c3ac4cd-c612-4a70-8fa9-10c03280c141;c4e14f49-1009-411d-bab5-f34f0124265a;2024-11-17;1900-01-01 09:55:00;1900-01-01 11:30:00;09:55:00;10:34:00;CONCLUÍDO;PONTUAL;ATRASADO
2ab608b5-ecef-4b1e-828b-53b82f6c75d1;ce426038-3585-408e-ac04-b844922479ef;c74663c3-5c8c-48cf-ab08-a3c332a95c70;c4e14f49-1009-411d-bab5-f34f0124265a;2024-12-10;1900-01-01 15:55:00;1900-01-01 17:30:00;15:55:00;17:30:00;CONCLUÍDO;PONTUAL;PONTUAL
e3daef2e-ebd9-48d6-85fe-5935c89bedbd;ce426038-3585-408e-ac04-b844922479ef;12710629-1219-4c6e-a67d-adb00a7dbf9d;f13498fc-c3d3-481e-acf6-58a85e5968c5;2024-12-10;1900-01-01 17:55:00;1900-01-01 19:30:00;18:30:00;18:39:00;CONCLUÍDO;ATRASADO;ATRASADO
f2b0ac95-a7d5-4550-9cd7-e6663fdcbbb6;ce426038-3585-408e-ac04-b844922479ef;559f9943-63c7-4ab1-9753-600ad82593b0;0b9197f5-7d74-4f27-bea6-08597a977adf;2024-12-12;1900-01-01 12:15:00;1900-01-01 13:35:00;13:04:00;13:22:00;CONCLUÍDO;ATRASADO;ATRASADO
e3b8de03-a138-41fa-a1bc-de2508199c1b;ce426038-3585-408e-ac04-b844922479ef;8f5f1f0c-efc1-4897-9eb9-c001c94e4673;f136a529-cb84-47a2-9f90-5187fdcde313;2024-12-01;1900-01-01 11:00:00;1900-01-01 12:50:00;11:00:00;;EM CURSO;PONTUAL;
e988fb5d-6cd8-4bd0-8ce9-6190dc893ce3;ce426038-3585-408e-ac04-b844922479ef;dbed34e0-82d9-4e7d-a8ae-8e3455a5380e;2b07af62-655f-45ac-a67d-4901ab13fe66;2024-11-05;1900-01-01 13:15:00;1900-01-01 15:15:00;14:07:00;;EM CURSO;ATRASADO;
e448ec5d-774b-408c-b67d-ec3e2b421963;ce426038-3585-408e-ac04-b844922479ef;a02b42ad-fbf6-462e-af65-90701830e5d5;f13498fc-c3d3-481e-acf6-58a85e5968c5;2024-11-22;1900-01-01 09:20:00;1900-01-01 10:15:00;09:31:00;10:15:00;CONCLUÍDO;ATRASADO;PONTUAL
8eac2bed-634d-4902-88e9-e31358a3f6d3;ce426038-3585-408e-ac04-b844922479ef;0a8fffc7-a577-4d06-b1e2-43d703c8e18f;2fae7090-ff92-454c-b751-b494cf4012e1;2024-12-13;1900-01-01 08:00:00;1900-01-01 08:55:00;;;AGUARDANDO;;
b60d3e7a-ebeb-4518-b1e4-02195525c344;ce426038-3585-408e-ac04-b844922479ef;e990d6d1-7d09-4062-a642-3ebc7ad11cea;f136a529-cb84-47a2-9f90-5187fdcde313;2024-11-30;1900-01-01 13:55:00;1900-01-01 15:10:00;14:55:00;15:09:00;CONCLUÍDO;ATRASADO;ATRASADO
9816a217-d539-4e2c-9275-f076dbbf42c2;ce426038-3585-408e-ac04-b844922479ef;a0e10c0d-95ff-41be-ade1-0b9ce266e162;f136a529-cb84-47a2-9f90-5187fdcde313;2024-12-09;1900-01-01 18:00:00;1900-01-01 19:35:00;18:10:00;19:35:00;CONCLUÍDO;ATRASADO;PONTUAL
7eab9ebc-9a89-4cc9-addc-58be7aaa837d;ce426038-3585-408e-ac04-b844922479ef;70c6b874-38be-4847-a7ea-5066417abeae;0b9197f5-7d74-4f27-bea6-08597a977adf;2024-11-17;1900-01-01 20:05:00;1900-01-01 21:45:00;20:05:00;20:15:00;CONCLUÍDO;PONTUAL;ATRASADO
b9b827a2-7e9b-4b99-b47e-e213d02f7431;ce426038-3585-408e-ac04-b844922479ef;a58313ce-56de-49e9-b4d9-e00598a96b9c;2fae7090-ff92-454c-b751-b494cf4012e1;2024-12-05;1900-01-01 16:00:00;1900-01-01 17:05:00;16:00:00;;EM CURSO;PONTUAL;
3cd10e5f-76aa-4461-971b-333c0d440f82;ce426038-3585-408e-ac04-b844922479ef;1446ec31-8912-4e25-b931-16edd4abd4cf;2fae7090-ff92-454c-b751-b494cf4012e1;2024-12-01;1900-01-01 17:30:00;1900-01-01 18:40:00;18:01:00;18:21:00;CONCLUÍDO;ATRASADO;ATRASADO
41e3933f-d5b1-4d01-b157-f22d36e6b2fe;ce426038-3585-408e-ac04-b844922479ef;bd99c9bb-ef0d-4eb2-9495-5791f9e9f32a;be988c96-0793-4227-8bc6-a367b3c55b5e;2024-11-01;1900-01-01 15:30:00;1900-01-01 16:10:00;;;AGUARDANDO;;
ae584ba5-d416-4e18-9170-e7b04c5d95ee;ce426038-3585-408e-ac04-b844922479ef;8b79d2d0-621b-4f12-9f5d-1f48918782ac;f136a529-cb84-47a2-9f90-5187fdcde313;2024-11-12;1900-01-01 12:35:00;1900-01-01 14:45:00;;;CANCELADO;;
fb780021-779d-4fe3-8b01-e88881097f39;ce426038-3585-408e-ac04-b844922479ef;2cbd3524-c861-4ac2-8b43-fe8899811ec2;be988c96-0793-4227-8bc6-a367b3c55b5e;2024-12-07;1900-01-01 17:55:00;1900-01-01 20:05:00;;;AGUARDANDO;;
1d51c2b6-e05c-448a-8d49-17b2b2a02756;ce426038-3585-408e-ac04-b844922479ef;77f2c5c8-ead4-454b-9c5e-a1df3a1b3cb8;fd44458d-98c2-4afd-99a3-95a34df5c316;2024-11-06;1900-01-01 16:35:00;1900-01-01 17:15:00;;;AGUARDANDO;;
309f85a3-4eb7-4a81-9859-7be92e39018b;ce426038-3585-408e-ac04-b844922479ef;a0e10c0d-95ff-41be-ade1-0b9ce266e162;1af4b9a5-10c7-4989-93bb-66e9cb07439b;2024-11-04;1900-01-01 06:25:00;1900-01-01 08:00:00;;;CANCELADO;;
34b6c268-4a19-4c74-9d49-4e21c4e20af6;ce426038-3585-408e-ac04-b844922479ef;519f82f1-23db-4a28-a8ef-570250642e62;c4e14f49-1009-411d-bab5-f34f0124265a;2024-12-11;1900-01-01 08:00:00;1900-01-01 10:55:00;;;AGUARDANDO;;
51c26b7b-4b03-4038-90c0-f047d6f04fde;ce426038-3585-408e-ac04-b844922479ef;e138abea-fd06-41f2-b1f1-38530ee626e8;be988c96-0793-4227-8bc6-a367b3c55b5e;2024-11-04;1900-01-01 11:40:00;1900-01-01 14:35:00;;;CANCELADO;;
5c439992-7112-4869-8c1d-b16a982d8ffe;ce426038-3585-408e-ac04-b844922479ef;f9c8778b-b0e6-4af5-93b1-4263387f913f;be988c96-0793-4227-8bc6-a367b3c55b5e;2024-11-06;1900-01-01 07:45:00;1900-01-01 09:40:00;07:45:00;07:54:00;CONCLUÍDO;PONTUAL;ATRASADO
1453ef02-c433-4d67-88b9-a0ab03fbfcef;ce426038-3585-408e-ac04-b844922479ef;f03ba0df-6b7e-4f77-a861-47834d31491c;fd44458d-98c2-4afd-99a3-95a34df5c316;2024-11-27;1900-01-01 10:05:00;1900-01-01 11:45:00;;;AGUARDANDO;;
4965932d-e465-4cad-8faa-64738bf7838f;ce426038-3585-408e-ac04-b844922479ef;2572c92f-c6e1-4de0-8e08-d3061430dd0f;1af4b9a5-10c7-4989-93bb-66e9cb07439b;2024-11-08;1900-01-01 18:10:00;1900-01-01 20:10:00;18:24:00;;EM CURSO;ATRASADO;
ec6b3558-14a2-4282-b14f-8cc46d3d0b8e;ce426038-3585-408e-ac04-b844922479ef;1d842ff3-b55f-40a5-88f5-5fc211eb8edb;d9549c22-ddb3-4e28-97b1-5722d21f9e76;2024-11-29;1900-01-01 20:35:00;1900-01-01 22:35:00;20:35:00;22:35:00;CONCLUÍDO;PONTUAL;PONTUAL
f2ccc1a4-dba6-4ef4-b728-17fe095771b9;ce426038-3585-408e-ac04-b844922479ef;85d479d5-ab96-4368-9cde-b74f517e35b1;2b07af62-655f-45ac-a67d-4901ab13fe66;2024-11-07;1900-01-01 09:10:00;1900-01-01 10:15:00;09:48:00;10:07:00;CONCLUÍDO;ATRASADO;ATRASADO
5d54759a-3f6b-426a-9c5f-0b5059e8fa46;ce426038-3585-408e-ac04-b844922479ef;d22187f5-eada-43ce-bff1-e5247cc547e0;be988c96-0793-4227-8bc6-a367b3c55b5e;2024-11-09;1900-01-01 10:45:00;1900-01-01 11:50:00;11:01:00;12:01:00;CONCLUÍDO;ATRASADO;ATRASADO
2fbfa9d6-bfbb-44b6-83ea-2bfe13d934da;ce426038-3585-408e-ac04-b844922479ef;2572c92f-c6e1-4de0-8e08-d3061430dd0f;9059a502-86c5-46dc-9316-2e935c7053c9;2024-11-01;1900-01-01 07:40:00;1900-01-01 09:40:00;;;AGUARDANDO;;
ed90c851-b81c-4771-ae7c-3f873af29738;ce426038-3585-408e-ac04-b844922479ef;1d842ff3-b55f-40a5-88f5-5fc211eb8edb;f13498fc-c3d3-481e-acf6-58a85e5968c5;2024-12-12;1900-01-01 10:05:00;1900-01-01 12:05:00;;;AGUARDANDO;;
15e2170d-a628-46e5-9e25-69da46cc5d12;ce426038-3585-408e-ac04-b844922479ef;2572c92f-c6e1-4de0-8e08-d3061430dd0f;c4e14f49-1009-411d-bab5-f34f0124265a;2024-11-18;1900-01-01 12:55:00;1900-01-01 14:55:00;;;AGUARDANDO;;
8699096a-2113-48e2-99f6-c21696da21a7;ce426038-3585-408e-ac04-b844922479ef;1d842ff3-b55f-40a5-88f5-5fc211eb8edb;1af4b9a5-10c7-4989-93bb-66e9cb07439b;2024-12-13;1900-01-01 15:20:00;1900-01-01 17:20:00;16:20:00;17:20:00;CONCLUÍDO;ATRASADO;PONTUAL
4616a582-0d9d-4971-b679-e4c80ede2f45;ce426038-3585-408e-ac04-b844922479ef;70c6b874-38be-4847-a7ea-5066417abeae;f136a529-cb84-47a2-9f90-5187fdcde313;2024-11-04;1900-01-01 06:25:00;1900-01-01 08:05:00;06:25:00;06:51:00;CONCLUÍDO;PONTUAL;ATRASADO
0e8de1c4-42b4-4fd6-a023-71873e276cea;ce426038-3585-408e-ac04-b844922479ef;2a97bf5a-5d8b-4cac-b475-729501fedf5d;2fae7090-ff92-454c-b751-b494cf4012e1;2024-11-08;1900-01-01 12:45:00;1900-01-01 14:20:00;;;AGUARDANDO;;
c2907fe0-a9ef-4742-a288-b6eac7531f2b;ce426038-3585-408e-ac04-b844922479ef;084aea2e-2fcd-4745-9960-273cec26defe;fd44458d-98c2-4afd-99a3-95a34df5c316;2024-12-01;1900-01-01 14:45:00;1900-01-01 16:15:00;;;AGUARDANDO;;
a876b811-fb33-4bf3-92c5-584178bcb463;ce426038-3585-408e-ac04-b844922479ef;73c8a762-eacd-4a07-b325-082314b3a54c;be988c96-0793-4227-8bc6-a367b3c55b5e;2024-11-14;1900-01-01 15:05:00;1900-01-01 16:00:00;;;AGUARDANDO;;
7e345333-bac7-425e-bb8a-656f843a6ec8;ce426038-3585-408e-ac04-b844922479ef;da41848f-97c3-41fc-bfcb-ffb483f1f0b2;be988c96-0793-4227-8bc6-a367b3c55b5e;2024-11-04;1900-01-01 16:25:00;1900-01-01 17:20:00;16:25:00;17:20:00;CONCLUÍDO;PONTUAL;PONTUAL
e39c5b61-0a34-47c3-a471-613ff6289c08;ce426038-3585-408e-ac04-b844922479ef;a0e10c0d-95ff-41be-ade1-0b9ce266e162;2c48553f-5148-4a5d-9bb8-fd6b05d021cb;2024-12-10;1900-01-01 13:40:00;1900-01-01 15:10:00;14:10:00;14:38:00;CONCLUÍDO;ATRASADO;ATRASADO
06466e65-e3cf-4f05-981e-175144aabf55;ce426038-3585-408e-ac04-b844922479ef;8d69ab91-743b-42d0-aeb1-99bca3cedcde;d9549c22-ddb3-4e28-97b1-5722d21f9e76;2024-12-09;1900-01-01 15:20:00;1900-01-01 17:10:00;;;AGUARDANDO;;
01d006bc-8c32-4ddf-91a5-163e10ba58be;ce426038-3585-408e-ac04-b844922479ef;97fd9790-50a7-4e1b-8f62-1e52d51f2604;9059a502-86c5-46dc-9316-2e935c7053c9;2024-11-02;1900-01-01 17:35:00;1900-01-01 19:25:00;17:41:00;18:35:00;CONCLUÍDO;ATRASADO;ATRASADO
34cb7f1e-9d5b-42ff-ad8b-8a99424805e9;ce426038-3585-408e-ac04-b844922479ef;2bc7032f-2253-46b7-94af-be32a51aa2de;1af4b9a5-10c7-4989-93bb-66e9cb07439b;2024-11-21;1900-01-01 10:25:00;1900-01-01 12:05:00;;;AGUARDANDO;;
8c6d5dd2-c710-455c-8725-ccda07293ed2;ce426038-3585-408e-ac04-b844922479ef;1c3ac4cd-c612-4a70-8fa9-10c03280c141;be988c96-0793-4227-8bc6-a367b3c55b5e;2024-11-14;1900-01-01 12:30:00;1900-01-01 14:10:00;12:42:00;12:49:00;CONCLUÍDO;ATRASADO;ATRASADO
bdaf4c2e-3c95-4bd6-939c-b5822bc1c7ce;ce426038-3585-408e-ac04-b844922479ef;97928348-d243-4382-81b1-6babf3b65dba;c4e14f49-1009-411d-bab5-f34f0124265a;2024-11-01;1900-01-01 07:15:00;1900-01-01 10:00:00;07:57:00;;EM CURSO;ATRASADO;
3db920b8-da99-4d32-95c1-1b7c822c1904;ce426038-3585-408e-ac04-b844922479ef;;be988c96-0793-4227-8bc6-a367b3c55b5e;2024-11-19;1900-01-01 07:50:00;1900-01-01 10:10:00;07:50:00;;EM CURSO;PONTUAL;
